,date,price_agg,price_spy,price_mergaai
664,2006-09-15,99.25,131.96,33.48
665,2006-09-18,99.23,132.14,33.47
666,2006-09-19,99.46,131.81,33.48
667,2006-09-20,99.57,132.51,33.48
668,2006-09-21,100.0,131.87,33.53
669,2006-09-22,100.06,131.47,33.51
670,2006-09-25,100.26,132.48,33.45
671,2006-09-26,100.25,133.58,33.53
672,2006-09-27,100.21,133.74,33.75
673,2006-09-28,100.11,133.69,33.78
674,2006-09-29,100.16,133.58,33.77
675,2006-10-02,99.84,133.08,33.81
676,2006-10-03,99.82,133.36,33.75
677,2006-10-04,100.21,134.92,33.69
678,2006-10-05,99.9,135.18,33.95
679,2006-10-06,99.53,135.01,33.84
680,2006-10-09,99.74,135.09,33.77
681,2006-10-10,99.35,135.27,33.77
682,2006-10-11,99.24,135.11,33.76
683,2006-10-12,99.34,136.28,33.8
684,2006-10-13,99.09,136.63,33.95
685,2006-10-16,99.25,136.84,34.03
686,2006-10-17,99.4,136.41,33.99
687,2006-10-18,99.52,136.59,34.09
688,2006-10-19,99.47,136.81,34.04
689,2006-10-20,99.44,136.84,34.12
690,2006-10-23,99.15,137.47,34.09
691,2006-10-24,99.26,137.88,34.14
692,2006-10-25,99.5,138.35,34.25
693,2006-10-26,99.84,138.78,34.42
694,2006-10-27,100.04,137.91,34.42
695,2006-10-30,100.06,137.81,34.35
696,2006-10-31,100.43,137.79,34.34
697,2006-11-02,100.07,136.78,34.42
698,2006-11-03,99.55,136.54,34.49
699,2006-11-06,99.55,138.08,34.46
700,2006-11-07,99.8,138.61,34.64
701,2006-11-08,100.07,138.91,34.59
702,2006-11-09,100.1,138.18,34.66
703,2006-11-10,100.32,138.24,34.73
704,2006-11-13,100.2,138.58,34.67
705,2006-11-14,100.34,139.62,34.71
706,2006-11-15,100.15,140.02,34.7
707,2006-11-16,100.06,140.38,34.75
708,2006-11-17,100.32,140.42,34.58
709,2006-11-20,100.3899,140.5,34.6
710,2006-11-21,100.52,140.64,34.67
711,2006-11-22,100.64,140.92,34.85
712,2006-11-24,100.69,140.35,34.91
713,2006-11-27,100.64,138.42,34.9
714,2006-11-28,100.91,139.02,34.75
715,2006-11-29,100.76,140.47,35.02
716,2006-11-30,101.07,140.53,35.19
717,2006-12-01,100.86,140.22,35.25
718,2006-12-04,100.96,141.29,35.31
719,2006-12-05,100.9,141.9,35.46
720,2006-12-06,100.82,141.78,35.48
721,2006-12-07,100.73,141.16,35.59
722,2006-12-08,100.52,141.42,35.46
723,2006-12-11,100.58,141.83,35.39
724,2006-12-12,100.78,141.72,35.44
725,2006-12-13,100.47,141.87,35.51
726,2006-12-14,100.33,143.12,35.58
727,2006-12-15,100.31,142.34,35.65
728,2006-12-18,100.37,141.95,35.65
729,2006-12-19,100.44,142.22,35.42
730,2006-12-20,100.4,142.14,35.62
731,2006-12-21,100.6,141.62,35.54
732,2006-12-22,100.51,140.75,35.49
733,2006-12-27,99.84,142.51,35.56
734,2006-12-28,99.71,142.21,35.59
735,2006-12-29,99.7,141.62,35.62
736,2007-01-03,99.91,141.37,35.74
737,2007-01-04,100.12,141.67,35.54
738,2007-01-05,100.05,140.54,35.41
739,2007-01-08,100.11,141.19,35.29
740,2007-01-09,100.11,141.07,35.31
741,2007-01-10,100.0,141.54,35.07
742,2007-01-11,99.8101,142.16,35.15
743,2007-01-12,99.67,143.24,35.33
744,2007-01-16,99.82,142.96,35.54
745,2007-01-17,99.74,143.02,35.49
746,2007-01-18,99.88,142.54,35.55
747,2007-01-19,99.84,142.82,35.52
748,2007-01-22,99.89,142.38,35.83
749,2007-01-23,99.7,142.8,35.69
750,2007-01-24,99.67,143.95,35.77
751,2007-01-25,99.54,142.26,35.8
752,2007-01-26,99.53,142.16,35.55
753,2007-01-29,99.4,142.05,35.6
754,2007-01-30,99.55,142.79,35.58
755,2007-01-31,99.63,143.75,35.59
756,2007-02-01,99.29,144.61,35.95
757,2007-02-02,99.43,144.81,35.98
758,2007-02-05,99.59,144.85,35.96
759,2007-02-06,99.78,144.89,36.08
760,2007-02-07,99.9,145.21,36.1
761,2007-02-08,99.96,145.02,35.99
762,2007-02-09,99.73,143.94,36.08
763,2007-02-12,99.63,143.45,35.89
764,2007-02-13,99.62,144.66,35.94
765,2007-02-14,100.0,145.61,36.14
766,2007-02-15,100.14,145.8,36.36
767,2007-02-16,100.21,145.73,36.35
768,2007-02-20,100.26,146.04,36.3
769,2007-02-21,100.25,145.98,36.3
770,2007-02-22,100.05,145.87,36.44
771,2007-02-23,100.29,145.3,36.42
772,2007-02-26,100.51,145.17,36.53
773,2007-02-27,100.92,139.5,36.25
774,2007-02-28,100.86,140.93,35.83
775,2007-03-01,100.44,140.51,35.65
776,2007-03-02,100.65,138.67,35.66
777,2007-03-05,100.59,137.35,35.25
778,2007-03-06,100.52,139.7,35.41
779,2007-03-07,100.6,139.56,35.47
780,2007-03-08,100.51,140.74,35.72
781,2007-03-09,100.23,140.78,35.74
782,2007-03-12,100.54,140.99,35.75
783,2007-03-13,100.8,138.25,35.76
784,2007-03-14,100.68,139.28,35.36
785,2007-03-15,100.57,139.47,35.51
786,2007-03-16,100.58,138.53,35.59
787,2007-03-19,100.51,140.2,35.68
788,2007-03-20,100.61,140.97,35.8
789,2007-03-21,100.74,143.29,35.92
790,2007-03-22,100.55,143.18,36.23
791,2007-03-23,100.41,143.39,36.3
792,2007-03-26,100.35,143.2,36.29
793,2007-03-27,100.37,142.86,36.26
794,2007-03-28,100.42,141.82,36.2
795,2007-03-29,100.35,141.97,36.25
796,2007-03-30,100.26,142.0,36.3
797,2007-04-02,100.0,142.16,36.25
798,2007-04-03,99.9,143.69,36.36
799,2007-04-04,100.01,143.85,36.51
800,2007-04-05,99.92,144.24,36.54
801,2007-04-10,99.69,144.61,36.69
802,2007-04-11,99.63,144.02,36.77
803,2007-04-12,99.75,144.66,36.67
804,2007-04-13,99.59,145.32,36.89
805,2007-04-16,99.79,146.7,37.08
806,2007-04-17,100.08,147.09,37.12
807,2007-04-18,100.23,147.27,37.16
808,2007-04-19,100.19,147.23,36.99
809,2007-04-20,100.14,148.62,37.21
810,2007-04-23,100.24,148.06,37.26
811,2007-04-24,100.29,148.12,37.25
812,2007-04-25,100.33,149.48,37.33
813,2007-04-26,100.14,149.65,37.39
814,2007-04-27,100.12,149.53,37.31
815,2007-04-30,100.46,148.29,37.33
816,2007-05-02,100.05,149.54,37.34
817,2007-05-03,99.94,150.35,37.5
818,2007-05-04,100.07,150.92,37.6
819,2007-05-07,100.17,150.95,37.72
820,2007-05-08,100.06,150.75,37.58
821,2007-05-09,99.94,151.16,37.63
822,2007-05-10,100.11,149.58,37.64
823,2007-05-11,99.91,150.86,37.51
824,2007-05-14,99.93,150.53,37.77
825,2007-05-15,99.89,150.57,37.64
826,2007-05-16,99.91,151.6,37.77
827,2007-05-18,99.45,152.62,37.8
828,2007-05-21,99.65,152.54,37.88
829,2007-05-22,99.45,152.42,37.94
830,2007-05-23,99.37,152.44,37.97
831,2007-05-24,99.41,151.06,37.88
832,2007-05-25,99.36,151.69,37.69
833,2007-05-29,99.26,152.24,37.91
834,2007-05-30,99.38,153.48,37.73
835,2007-05-31,99.16,153.32,38.03
836,2007-06-01,98.63,154.08,38.19
837,2007-06-04,98.75,154.1,38.26
838,2007-06-05,98.47,153.49,38.28
839,2007-06-06,98.51,151.84,38.1
840,2007-06-07,97.83,149.1,37.94
841,2007-06-08,97.71,151.04,37.55
842,2007-06-11,97.78,151.3,37.71
843,2007-06-12,97.2,149.65,37.63
844,2007-06-13,97.35,151.89,37.52
845,2007-06-14,97.54,152.86,37.85
846,2007-06-15,97.89,153.07,38.04
847,2007-06-18,97.96,152.89,38.19
848,2007-06-19,98.27,153.27,38.17
849,2007-06-20,97.97,151.14,38.23
850,2007-06-21,97.8499,151.98,37.97
851,2007-06-22,98.08,150.55,38.04
852,2007-06-25,98.17,149.83,37.92
853,2007-06-26,98.05,148.29,37.93
854,2007-06-27,98.24,150.4,37.68
855,2007-06-28,98.17,150.38,37.93
856,2007-06-29,98.36,150.43,38.09
857,2007-07-02,98.2,151.79,38.23
858,2007-07-03,98.09,152.34,38.46
859,2007-07-05,97.68,152.18,38.44
860,2007-07-06,97.51,152.98,38.41
861,2007-07-09,97.68,153.0,38.64
862,2007-07-10,98.1,150.92,38.64
863,2007-07-11,97.88,151.99,38.55
864,2007-07-12,97.78,154.39,38.72
865,2007-07-13,97.9,154.85,39.03
866,2007-07-16,98.1,154.83,39.03
867,2007-07-17,97.92,154.75,39.02
868,2007-07-18,98.1702,154.47,38.9
869,2007-07-19,98.17,155.07,39.11
870,2007-07-20,98.4,153.5,39.15
871,2007-07-23,98.34,153.97,39.15
872,2007-07-24,98.54,151.3,39.14
873,2007-07-25,98.48,151.61,38.97
874,2007-07-26,98.83,148.02,38.66
875,2007-07-27,98.73,145.11,38.21
876,2007-07-30,98.68,147.38,38.16
877,2007-07-31,98.99,145.72,38.43
878,2007-08-01,98.33,146.43,38.03
879,2007-08-02,98.28,147.6,38.08
880,2007-08-03,98.71,143.8,38.13
881,2007-08-06,98.55,146.21,37.88
882,2007-08-07,98.48,147.77,37.92
883,2007-08-08,98.36,149.83,38.26
884,2007-08-09,98.48,145.39,38.14
885,2007-08-10,98.15,144.71,37.66
886,2007-08-13,98.33,145.23,37.75
887,2007-08-14,98.6,143.01,37.7
888,2007-08-16,98.67,142.1,36.8
889,2007-08-17,98.89,144.71,36.92
890,2007-08-20,98.8,144.64,37.22
891,2007-08-21,99.26,144.93,37.28
892,2007-08-22,99.18,146.65,37.42
893,2007-08-23,99.3,146.52,37.72
894,2007-08-24,99.05,148.33,37.76
895,2007-08-27,99.35,146.95,37.96
896,2007-08-28,99.75,143.72,37.9
897,2007-08-29,99.55,146.54,37.78
898,2007-08-30,99.76,146.15,37.9
899,2007-08-31,99.82,147.59,38.21
900,2007-09-04,99.28,149.08,38.25
901,2007-09-05,99.6,147.79,38.25
902,2007-09-06,99.58,148.13,38.34
903,2007-09-07,100.2,146.07,38.43
904,2007-09-10,100.44,145.79,38.37
905,2007-09-11,100.26,147.49,38.5
906,2007-09-12,100.12,147.87,38.63
907,2007-09-13,99.83,148.91,38.71
908,2007-09-14,99.9,148.9,38.76
909,2007-09-17,99.94,148.1,38.67
910,2007-09-18,100.15,152.46,38.61
911,2007-09-19,100.13,153.36,39.31
912,2007-09-20,99.42,152.28,39.41
913,2007-09-21,99.71,151.97,39.42
914,2007-09-24,99.72,151.69,39.56
915,2007-09-25,99.8,151.39,39.56
916,2007-09-26,99.7,152.19,39.6
917,2007-09-27,99.87,153.09,39.81
918,2007-09-28,100.02,152.58,39.95
919,2007-10-01,99.27,154.3,39.99
920,2007-10-02,99.65,154.09,40.12
921,2007-10-03,99.7,153.78,40.08
922,2007-10-04,99.66,154.02,39.84
923,2007-10-05,98.87,155.85,40.06
924,2007-10-08,99.65,155.02,39.99
925,2007-10-09,99.44,156.48,40.13
926,2007-10-10,99.57,156.22,40.3
927,2007-10-11,99.64,155.47,40.59
928,2007-10-12,99.4501,156.33,40.42
929,2007-10-15,99.48,155.01,40.52
930,2007-10-16,99.64,153.78,40.35
931,2007-10-17,99.98,154.25,40.35
932,2007-10-18,100.2699,153.69,40.45
933,2007-10-19,100.73,149.67,40.4
934,2007-10-22,100.7,150.54,40.0
935,2007-10-23,100.67,151.76,40.31
936,2007-10-24,101.11,151.48,40.33
937,2007-10-25,100.85,151.84,40.51
938,2007-10-26,100.76,153.62,40.85
939,2007-10-29,100.76,154.13,41.16
940,2007-10-30,100.89,153.06,41.07
941,2007-10-31,100.61,154.65,41.1
942,2007-11-02,100.55,151.2,40.85
943,2007-11-05,100.46,150.05,40.84
944,2007-11-06,100.33,152.07,40.96
945,2007-11-07,100.35,147.91,41.13
946,2007-11-08,100.45,147.16,40.92
947,2007-11-09,100.8,145.14,40.87
948,2007-11-12,100.66,143.7,40.5
949,2007-11-13,100.67,148.08,40.4
950,2007-11-14,100.63,147.67,40.81
951,2007-11-15,101.0599,145.54,40.61
952,2007-11-16,100.99,145.79,40.51
953,2007-11-19,101.21,143.76,40.45
954,2007-11-20,101.0,144.64,40.5
955,2007-11-21,101.77,141.68,40.32
956,2007-11-23,101.25,144.13,40.36
957,2007-11-26,102.17,140.95,40.71
958,2007-11-27,101.75,142.57,40.46
959,2007-11-28,101.5,147.13,40.54
960,2007-11-29,101.79,147.18,40.78
961,2007-11-30,101.99,148.66,40.99
962,2007-12-03,102.13,147.68,40.95
963,2007-12-04,101.74,146.36,40.99
964,2007-12-05,101.55,148.81,41.05
965,2007-12-06,101.44,150.94,41.11
966,2007-12-07,100.86,150.91,41.25
967,2007-12-10,100.66,152.08,41.26
968,2007-12-11,101.15,147.91,41.32
969,2007-12-12,101.05,149.37,41.19
970,2007-12-13,100.66,149.06,40.89
971,2007-12-14,100.38,147.17,40.59
972,2007-12-17,100.53,145.07,40.17
973,2007-12-18,101.06,145.88,40.16
974,2007-12-19,101.27,145.88,40.17
975,2007-12-20,101.18,146.8,40.15
976,2007-12-21,100.74,148.13,40.35
977,2007-12-27,100.6,147.67,40.79
978,2007-12-28,101.14,147.3,40.92
979,2007-12-31,101.17,146.21,41.02
980,2008-01-02,101.6499,144.93,41.07
981,2008-01-03,101.92,144.86,41.12
982,2008-01-04,102.13,141.31,41.09
983,2008-01-07,102.01,141.19,40.85
984,2008-01-08,102.52,138.91,40.95
985,2008-01-09,102.28,140.37,40.85
986,2008-01-10,102.07,141.29,40.8
987,2008-01-11,102.51,140.15,40.82
988,2008-01-14,102.59,141.28,41.04
989,2008-01-15,102.96,138.17,40.95
990,2008-01-16,102.65,136.98,40.41
991,2008-01-17,103.27,133.43,40.25
992,2008-01-18,103.25,132.06,39.78
993,2008-01-22,103.41,130.72,38.56
994,2008-01-23,103.1,133.86,38.75
995,2008-01-24,102.84,134.99,39.32
996,2008-01-25,103.02,133.04,39.85
997,2008-01-28,103.22,135.24,39.44
998,2008-01-29,102.9,135.91,39.81
999,2008-01-30,103.06,134.91,39.73
1000,2008-01-31,103.51,137.37,39.76
1001,2008-02-01,102.99,139.58,40.23
1002,2008-02-04,102.93,137.82,40.34
1003,2008-02-05,103.25,134.13,39.94
1004,2008-02-06,103.17,133.05,39.53
1005,2008-02-07,102.26,133.93,39.26
1006,2008-02-08,102.75,133.07,39.3
1007,2008-02-11,102.97,133.75,39.23
1008,2008-02-12,102.93,134.99,39.52
1009,2008-02-13,102.32,136.37,39.49
1010,2008-02-14,102.0,135.17,39.8
1011,2008-02-15,101.95,135.14,39.71
1012,2008-02-19,101.46,135.52,39.99
1013,2008-02-20,101.3,135.92,39.56
1014,2008-02-21,102.13,134.79,39.94
1015,2008-02-22,101.59,135.62,39.86
1016,2008-02-25,101.23,137.33,39.97
1017,2008-02-26,101.72,138.36,40.2
1018,2008-02-27,101.9299,138.22,40.76
1019,2008-02-28,102.54,136.87,40.79
1020,2008-02-29,102.93,133.82,40.76
1021,2008-03-03,102.53,133.5,40.46
1022,2008-03-04,102.09,132.99,40.4
1023,2008-03-05,101.44,133.83,40.38
1024,2008-03-06,101.29,131.06,40.58
1025,2008-03-07,101.6,129.71,40.26
1026,2008-03-10,102.14,128.0,40.05
1027,2008-03-11,101.52,132.6,39.95
1028,2008-03-12,102.56,131.36,40.37
1029,2008-03-13,102.12,131.65,40.13
1030,2008-03-14,102.55,129.61,40.19
1031,2008-03-17,102.99,128.3,39.95
1032,2008-03-18,102.75,133.63,40.1
1033,2008-03-19,103.06,130.32,40.09
1034,2008-03-20,103.42,132.08,39.55
1035,2008-03-25,102.85,134.85,39.94
1036,2008-03-26,102.55,133.2,40.16
1037,2008-03-27,102.59,132.78,40.17
1038,2008-03-28,102.84,131.51,40.22
1039,2008-03-31,102.68,131.97,40.09
1040,2008-04-01,101.57,136.61,40.06
1041,2008-04-02,101.62,136.7,40.37
1042,2008-04-03,101.6,137.04,40.52
1043,2008-04-04,102.46,136.89,40.66
1044,2008-04-07,102.448,136.96,40.89
1045,2008-04-08,102.444,136.82,40.73
1046,2008-04-09,102.89,135.83,40.66
1047,2008-04-10,102.57,136.02,40.8
1048,2008-04-11,102.79,133.38,40.78
1049,2008-04-14,102.67,132.93,40.58
1050,2008-04-15,102.12,133.24,40.62
1051,2008-04-16,101.75,136.85,40.91
1052,2008-04-17,101.73,137.05,40.98
1053,2008-04-18,102.0,138.48,40.82
1054,2008-04-21,102.013,138.55,41.1
1055,2008-04-22,102.16,137.94,41.07
1056,2008-04-23,102.06,137.72,40.98
1057,2008-04-24,101.68,138.32,40.84
1058,2008-04-25,101.58,139.6,40.86
1059,2008-04-28,101.83,139.63,40.95
1060,2008-04-29,101.98,139.08,40.85
1061,2008-04-30,102.6,138.26,40.85
1062,2008-05-02,101.93,141.51,41.09
1063,2008-05-05,101.97,140.83,41.14
1064,2008-05-06,101.64,142.05,41.22
1065,2008-05-07,101.93,139.52,41.22
1066,2008-05-08,102.19,139.16,41.1
1067,2008-05-09,102.23,138.9,41.07
1068,2008-05-13,101.47,140.48,41.08
1069,2008-05-14,101.62,140.77,41.16
1070,2008-05-15,102.16,142.53,41.26
1071,2008-05-16,101.91,142.66,41.6
1072,2008-05-19,102.08,143.05,41.82
1073,2008-05-20,102.3,141.89,41.71
1074,2008-05-21,102.16,139.49,41.8
1075,2008-05-22,101.55,139.51,41.54
1076,2008-05-23,101.94,137.64,41.47
1077,2008-05-27,101.37,138.66,41.17
1078,2008-05-28,100.9,139.3,41.06
1079,2008-05-29,100.62,140.0,41.1
1080,2008-05-30,100.98,140.35,41.23
1081,2008-06-02,100.96,138.9,41.28
1082,2008-06-03,101.15,138.09,41.13
1083,2008-06-04,100.79,138.02,40.98
1084,2008-06-05,100.417,140.78,40.91
1085,2008-06-06,100.98,136.29,41.16
1086,2008-06-09,100.47,136.62,40.79
1087,2008-06-10,99.94,135.94,40.43
1088,2008-06-11,100.0701,133.94,40.31
1089,2008-06-12,99.45,134.45,40.03
1090,2008-06-13,99.2,136.15,39.98
1091,2008-06-16,99.31,136.23,40.17
1092,2008-06-17,99.65,135.57,40.33
1093,2008-06-18,100.07,134.25,40.19
1094,2008-06-19,99.56,134.42,40.06
1095,2008-06-20,99.865,131.58,39.94
1096,2008-06-24,99.932,131.19,39.68
1097,2008-06-25,99.9799,131.81,39.79
1098,2008-06-26,100.11,128.23,39.83
1099,2008-06-27,100.35,127.53,39.72
1100,2008-06-30,100.4,127.98,39.76
1101,2008-07-01,99.67,128.38,39.65
1102,2008-07-02,99.55,126.18,39.7
1103,2008-07-03,99.58,126.31,39.21
1104,2008-07-07,99.925,125.02,39.27
1105,2008-07-08,100.3176,127.24,38.93
1106,2008-07-09,100.7065,124.79,39.25
1107,2008-07-10,100.8,125.3,38.98
1108,2008-07-11,100.23,123.84,39.13
1109,2008-07-14,100.38,122.72,39.08
1110,2008-07-15,100.77,120.99,38.86
1111,2008-07-16,100.0,123.96,38.79
1112,2008-07-17,99.56,125.2,38.86
1113,2008-07-18,98.98,125.98,38.68
1114,2008-07-21,99.38,126.05,38.8
1115,2008-07-22,99.16,127.48,38.75
1116,2008-07-23,99.28,128.17,38.82
1117,2008-07-24,99.97,125.51,38.83
1118,2008-07-25,99.46,125.48,38.47
1119,2008-07-28,99.91,123.64,38.55
1120,2008-07-29,99.79,126.28,38.26
1121,2008-07-30,99.9,128.53,38.5
1122,2008-07-31,100.41,126.83,38.81
1123,2008-08-01,99.89,126.16,38.52
1124,2008-08-04,99.6,124.99,38.31
1125,2008-08-05,99.43,128.36,38.2
1126,2008-08-06,99.32,128.93,38.37
1127,2008-08-07,99.84,127.01,38.29
1128,2008-08-08,99.69,129.37,37.99
1129,2008-08-11,99.44,130.71,38.18
1130,2008-08-12,99.86,129.35,38.03
1131,2008-08-13,99.69,128.57,37.88
1132,2008-08-14,99.93,129.54,37.91
1133,2008-08-18,100.39,128.39,37.83
1134,2008-08-19,100.31,126.99,37.5
1135,2008-08-20,100.47,127.58,37.62
1136,2008-08-21,100.49,127.8,37.71
1137,2008-08-22,100.3799,129.65,37.83
1138,2008-08-25,100.69,127.02,37.81
1139,2008-08-26,100.57,127.39,37.57
1140,2008-08-27,100.69,128.63,37.69
1141,2008-08-28,100.78,130.19,37.94
1142,2008-08-29,100.75,128.79,38.07
1143,2008-09-02,100.69,127.99,37.75
1144,2008-09-03,100.67,127.88,37.5
1145,2008-09-04,101.04,124.03,37.2
1146,2008-09-05,100.74,124.42,36.71
1147,2008-09-08,101.37,126.99,37.01
1148,2008-09-09,101.82,123.22,36.74
1149,2008-09-10,101.75,123.72,36.35
1150,2008-09-11,101.62,125.51,35.97
1151,2008-09-12,101.21,126.09,36.27
1152,2008-09-15,101.61,120.09,36.08
1153,2008-09-16,100.58,122.1,35.34
1154,2008-09-17,100.83,116.61,35.43
1155,2008-09-18,100.55,120.07,35.24
1156,2008-09-19,101.0,124.12,35.77
1157,2008-09-22,99.42,121.31,36.17
1158,2008-09-23,99.268,118.55,35.99
1159,2008-09-24,99.39,118.93,35.69
1160,2008-09-25,99.21,120.79,35.76
1161,2008-09-26,98.71,120.85,35.6
1162,2008-09-29,98.26,111.38,35.05
1163,2008-09-30,98.59,115.99,34.48
1164,2008-10-01,97.5,116.06,34.71
1165,2008-10-02,97.88,111.85,34.34
1166,2008-10-03,98.62,110.34,34.07
1167,2008-10-06,98.65,104.72,33.08
1168,2008-10-07,96.61,100.03,33.0
1169,2008-10-08,94.67,97.51,32.16
1170,2008-10-09,94.89,90.7,31.97
1171,2008-10-10,88.4,88.5,30.24
1172,2008-10-13,91.82,101.35,30.77
1173,2008-10-14,93.75,99.85,32.45
1174,2008-10-15,95.25,90.02,31.71
1175,2008-10-16,93.754,93.77,30.51
1176,2008-10-17,94.09,93.21,30.6
1177,2008-10-20,95.77,98.81,31.17
1178,2008-10-21,96.61,95.86,31.47
1179,2008-10-22,97.73,90.64,30.36
1180,2008-10-23,96.01,91.69,29.89
1181,2008-10-24,95.2,87.04,29.27
1182,2008-10-27,94.25,83.95,28.77
1183,2008-10-28,94.58,93.76,28.61
1184,2008-10-29,96.38,93.08,29.93
1185,2008-10-30,96.26,96.3,30.7
1186,2008-10-31,95.96,96.83,30.66
1187,2008-11-03,94.04,97.11,31.15
1188,2008-11-04,95.55,100.41,31.55
1189,2008-11-05,97.0,96.19,32.03
1190,2008-11-06,96.6,90.86,31.04
1191,2008-11-07,97.09,93.86,30.6
1192,2008-11-10,96.47,92.63,31.24
1193,2008-11-11,97.2,89.77,30.42
1194,2008-11-12,96.36,85.82,30.19
1195,2008-11-13,96.69,91.17,29.47
1196,2008-11-14,96.98,86.62,30.24
1197,2008-11-17,97.24,85.47,29.78
1198,2008-11-18,97.1,87.08,29.47
1199,2008-11-19,97.38,81.5,29.35
1200,2008-11-20,97.4,75.45,28.24
1201,2008-11-21,96.62,79.52,28.0
1202,2008-11-24,96.61,85.03,28.8
1203,2008-11-25,99.02,85.66,29.55
1204,2008-11-26,98.64,88.97,29.55
1205,2008-11-28,98.45,90.09,30.08
1206,2008-12-01,99.43,82.11,29.75
1207,2008-12-02,99.53,85.27,29.11
1208,2008-12-03,99.54,87.32,29.32
1209,2008-12-04,99.87,85.3,29.77
1210,2008-12-05,99.32,87.93,29.23
1211,2008-12-08,99.191,91.0,30.23
1212,2008-12-09,100.12,89.5,30.26
1213,2008-12-10,99.94,90.11,30.46
1214,2008-12-11,100.46,87.94,30.88
1215,2008-12-12,100.49,88.99,30.42
1216,2008-12-15,100.73,87.75,30.77
1217,2008-12-16,101.13,91.88,30.87
1218,2008-12-17,101.67,90.99,31.81
1219,2008-12-18,102.31,89.29,31.65
1220,2008-12-19,101.98,88.19,31.41
1221,2008-12-22,102.53,87.06,31.35
1222,2008-12-23,103.53,86.16,31.22
1223,2008-12-29,104.09,86.91,31.35
1224,2008-12-30,104.128,88.97,31.44
1225,2008-12-31,104.2,90.24,31.63
1226,2009-01-02,103.55,92.96,31.8
1227,2009-01-05,105.2,92.85,32.01
1228,2009-01-06,104.61,93.47,32.25
1229,2009-01-07,103.65,90.67,32.22
1230,2009-01-08,102.86,91.042,31.87
1231,2009-01-09,102.51,89.09,31.82
1232,2009-01-12,103.05,86.95,31.65
1233,2009-01-13,103.22,87.11,31.25
1234,2009-01-14,103.08,84.37,30.95
1235,2009-01-15,103.07,84.4,30.45
1236,2009-01-16,103.6,85.06,30.89
1237,2009-01-20,103.06,80.57,30.37
1238,2009-01-21,102.52,84.05,30.19
1239,2009-01-22,102.08,82.75,30.36
1240,2009-01-23,101.92,83.11,30.03
1241,2009-01-26,101.82,83.68,30.55
1242,2009-01-27,102.34,84.53,30.73
1243,2009-01-28,102.4,87.39,31.0
1244,2009-01-29,101.49,84.55,31.01
1245,2009-01-30,102.13,82.83,30.76
1246,2009-02-02,101.59,82.58,30.29
1247,2009-02-03,101.14,83.74,30.45
1248,2009-02-04,101.0,83.33,30.83
1249,2009-02-05,100.68,84.57,30.47
1250,2009-02-06,100.95,86.98,30.93
1251,2009-02-09,100.96,87.1,31.09
1252,2009-02-10,101.58,83.11,31.11
1253,2009-02-11,101.56,83.6,30.8
1254,2009-02-12,102.1,83.66,30.46
1255,2009-02-13,101.79,82.76,30.67
1256,2009-02-17,101.87,79.22,30.04
1257,2009-02-18,101.66,79.03,29.78
1258,2009-02-19,101.5,78.181,29.91
1259,2009-02-20,100.98,77.42,29.46
1260,2009-02-23,101.5,74.65,29.43
1261,2009-02-24,101.3,77.48,28.99
1262,2009-02-25,101.21,76.872,29.11
1263,2009-02-26,100.68,75.62,29.06
1264,2009-02-27,100.69,73.93,28.76
1265,2009-03-02,100.7,70.6,28.29
1266,2009-03-03,100.57,70.07,27.94
1267,2009-03-04,100.1,71.73,27.95
1268,2009-03-05,100.43,68.8,27.94
1269,2009-03-06,100.7,68.92,27.86
1270,2009-03-09,100.01,68.11,27.62
1271,2009-03-10,100.24,72.17,27.86
1272,2009-03-11,100.48,72.64,28.26
1273,2009-03-12,100.57,75.5,28.29
1274,2009-03-13,100.67,76.09,28.77
1275,2009-03-16,100.36,75.86,29.03
1276,2009-03-17,100.06,78.18,28.97
1277,2009-03-18,101.65,79.93,29.19
1278,2009-03-19,101.8968,78.94,30.04
1279,2009-03-20,101.33,76.71,29.9
1280,2009-03-23,101.33,82.22,30.17
1281,2009-03-24,100.64,80.6,30.39
1282,2009-03-25,100.2,81.45,30.59
1283,2009-03-26,100.4,83.11,30.64
1284,2009-03-27,100.48,81.61,30.61
1285,2009-03-30,100.95,78.79,30.05
1286,2009-03-31,101.47,79.52,29.99
1287,2009-04-01,101.073,81.06,30.07
1288,2009-04-02,100.75,83.43,30.81
1289,2009-04-03,100.42,84.26,30.79
1290,2009-04-06,100.4,83.6,30.63
1291,2009-04-07,100.24,81.65,30.5
1292,2009-04-08,100.57,82.53,30.42
1293,2009-04-09,100.42,85.81,30.92
1294,2009-04-14,101.13,84.35,31.04
1295,2009-04-15,101.41,85.25,31.02
1296,2009-04-16,101.23,86.5,31.13
1297,2009-04-17,100.67,87.08,31.22
1298,2009-04-20,101.25,83.43,31.04
1299,2009-04-21,100.93,85.06,30.68
1300,2009-04-22,101.2,84.54,30.84
1301,2009-04-23,101.33,85.37,30.91
1302,2009-04-24,101.44,86.66,31.26
1303,2009-04-27,101.6,85.84,31.23
1304,2009-04-28,101.57,85.57,30.99
1305,2009-04-29,101.15,87.39,31.27
1306,2009-04-30,101.64,87.42,31.55
1307,2009-05-04,101.0,90.88,31.83
1308,2009-05-05,101.21,90.57,32.17
1309,2009-05-06,101.44,92.141,32.31
1310,2009-05-07,100.99,90.86,32.67
1311,2009-05-08,101.18,92.98,32.76
1312,2009-05-11,101.25,91.24,32.75
1313,2009-05-12,101.81,90.97,32.81
